Ranking,Freq.,Characters,Syllable,Words(Explanation) / Remarks
6568,2,鯖,cing1,魚名
6568,2,鯖,zing1,魚肉雜燴
6569,2,鯷,tai4,一種群集於淺海的小型魚類
6570,2,鰥,gwaan1,"鰥夫, 鰥寡, 鰥寡孤獨, 鰥居, 鰥守"
6571,2,鰳,lak6,鰳魚
6572,2,鴃,kyut3,"鸋鴃, 鴃舌"
6573,2,鵏,bou2,「鵏bou2」的異讀字
6573,2,鵏,bou6,"鵏鶆(鳩鳥之一), 地鵏(大鴇的別名)"
6574,2,鶺,zek3,「鶺zik3」的異讀字
6574,2,鶺,zik3,鶺鴒
6575,2,鷖,ai1,「鷖ji1」的異讀字
6575,2,鷖,ngai1,「鷖ji1」的異讀字
6575,2,鷖,ji1,鳧鷖(野鴨之小者也，見《一切經音義》)鷗
6576,2,鷥,si1,鷺鷥
6577,2,鷯,liu4,"鷯哥, 鷦鷯"
6578,2,黼,fu2,"黼黻(衣裳繪繡的花紋，又可喻為文章), 黼帳, 黼座(帝王座處), 黼扆(繡有花紋的屏風)古代禮服上的刺繡花紋"
6579,2,齔,can3,"齠齔, 童齔"
6580,2,齕,ngaat6,「齕hat6」的異讀字
6580,2,齕,hat6,齮齕
6581,2,齪,cuk1,"齪齪, 齷齪, 打齪"
6582,1,亍,cuk1,彳亍
6583,1,亹,mei5,亹亹(連續不怠倦)
6583,1,亹,mun4,亹源(青海地名)
6584,1,仂,lak6,"仂語(文法上不成句的詞組), 偪仂(脅逼)"
6584,1,仂,lik6,「仂lak6」的異讀字
6585,1,倓,daam6,(1)「倓taam4」的異讀字 (2)通「賧」字
6585,1,倓,taam4,倓然
6586,1,儔,cau4,"儔伴, 儔儷, 朋儔"
6587,1,儱,lung5,"儱侗(含混), 老態儱偅(即老態龍鍾)"
6588,1,冇,mo5,「冇mou5」的異讀字
6588,1,冇,mou5,沒有
6589,1,刲,gwai1,割取
6589,1,刲,kwai1,「刲gwai1」的異讀字
6590,1,劌,gwai3,(1)傷 (2)割
6591,1,劙,lai5,劙面
6591,1,劙,lai6,「劙lai5」的異讀字
6592,1,劭,siu6,年高德劭
6593,1,匏,paau4,葫蘆的一種
6594,1,匜,ji4,"槃匜(盥洗用具。見《儀禮˙公食大夫禮》), 奉匜沃盥古代盛器名"
6595,1,卮,zi1,"卮言, 漏卮, 玉卮無當, 卮酒"
6596,1,卼,ngat6,臲卼(動搖不安貌)《周易•困•上六》：「困于葛藟，于臲卼。」
6597,1,吰,wang4,噌吰(象聲詞)
6598,1,呔,taai1,粵語用字
6598,1,呔,toi2,語不正
6599,1,唼,zaap3,"唼喋, 唼唼, 唼氣"
6599,1,唼,cip3,讒言
6599,1,唼,zit6,「唼cip3」的異讀字
6600,1,唪,baang6,口語用字
6600,1,唪,fung2,"唪經, 唪誦"
6600,1,唪,fung6,「唪fung2」的異讀字
6601,1,喈,gaai1,喈喈
6602,1,嗍,sok3,吮吸
6603,1,嗙,paang1,喻嗙
6603,1,嗙,pong3,吹牛
6604,1,嗾,sau2,嗾使
6604,1,嗾,zuk6,「嗾sau2」的異讀字
6605,1,嚃,daap6,"嘬嚃(狼吞虎嚥), 毋嚃羹(禮記˙曲禮)(1)吞吃 (2)大口吃喝 "
6606,1,圂,waan6,同「豢」字
6606,1,圂,wan6,廁所
6607,1,圇,leon4,囫圇吞棗
6608,1,圌,seoi4,圌山
6608,1,圌,cyun4,穀囤
6609,1,圞,lyun4,團圞
6610,1,坁,zi2,止
6611,1,坼,caak3,"坼副, 坼裂, 坼兆"
6612,1,垵,am1,播種時挖的小坑
6612,1,垵,am2,「垵am1」的異讀字
6613,1,埕,cing4,"蟶埕, 鹽埕"
6614,1,堍,tou3,橋堍橋兩邊靠近平地的地方
6615,1,堽,gong1,堽城屯(地名)(1)山脊､山嶺 (2)同「岡」字
6616,1,壈,lam5,坎壈
6617,1,夬,gwaai3,六十四卦之一
6618,1,奰,bei6,怒
6619,1,妘,wan4,姓氏
6620,1,姁,heoi1,「姁heoi1」的異讀字
6620,1,姁,heoi2,姁姁(安樂/溫暖的樣子)
6621,1,姮,hang4,姮娥
6622,1,娀,sung1,有娀(古國名)
6623,1,娭,aai1,「娭oi1」的異讀字
6623,1,娭,ngaai1,「娭oi1」的異讀字
6623,1,娭,hei1,娭笑(即嬉笑)
6623,1,娭,oi1,方言用字
6624,1,婘,gyun3,同「眷」字
6624,1,婘,kyun4,屈曲
6625,1,媟,sit3,"媟黷, 媟弄, 媟慢, 淫言媟語(1)輕侮 (2) 污穢 "
6626,1,媼,ou2,"老媼, 媼神, 富媼"
6626,1,媼,ngou2,「媼ou2」的異讀字
6627,1,嫗,jyu2,老婦
6627,1,嫗,jyu3,「嫗jyu2」的異讀字
6628,1,嫫,mou4,嫫母
6629,1,嬔,faan3,(1)生子多而素質均勻 (2)蕃殖 (3)鳥伏乍出 (4)禽類生蛋
6629,1,嬔,fu6,兔崽
6630,1,嬙,coeng4,"嬙媛, 妃嬙"
6631,1,孖,maa1,雙生子
6631,1,孖,zi1,「孖maa1」的異讀字
6632,1,宭,kwan4,群居
6633,1,寤,ng6,睡醒
6634,1,尥,liu6,尥蹶子(牲口用後腳向後踢)(1)走路時足脛相交 (2)跛行
6635,1,岈,haa1,山深之貌
6635,1,岈,ngaa4,「岈haa1」的異讀字
6636,1,岣,gau2,岣嶁(山名)
6637,1,岢,ho2,岢嵐(縣名)
6638,1,峇,baa1,峇里(印尼島名)
6639,1,崁,ham3,赤崁(台灣地名)
6640,1,崒,zeot1,山峰高而險
6640,1,崒,zyut6,「崒zeot1」的異讀字
6641,1,崟,jam4,"嶔崟, 崎崟高峻峗峨"
6642,1,嵲,jit6,嵽嵲(高峻)
6643,1,嶍,zaap6,嶍峨山名
6644,1,嶒,cang4,"嶒稜, 崚嶒"
6645,1,嶨,hok6,嶨口
6646,1,嶴,ou3,山間平地
6646,1,嶴,ngou3,「嶴ou3」的異讀字
6647,1,巉,caam4,"巉巖, 巉刻, 巉峻, 巉峭, 巉岏, 靜巉巉, 嵌巉險峻"
6648,1,巘,jin5,山峰
6649,1,巿,fat1,同「黻」字
6650,1,帡,ping4,帡幪(帳幕)
6651,1,幧,ciu1,幧頭
6652,1,幪,mung2,「幪mung5」的異讀字
6652,1,幪,mung4,帡幪
6652,1,幪,mung5,幪幪
6653,1,庳,bei1,有庳古國名
6653,1,庳,pei5,"宮室卑庳, 墮高堙庳"
6654,1,廨,gaai3,"廨宇, 公廨, 官廨"
6654,1,廨,haai6,「廨gaai3」的異讀字
6655,1,弇,jim2,蓋
6656,1,弮,gyun2,「弮hyun1」的異讀字
6656,1,弮,gyun3,「弮hyun1」的異讀字
6656,1,弮,hyun1,弩弓
6657,1,弸,bang1,「弸pang4」的異讀字
6657,1,弸,pang4,"弸弓, 弸中彪外"
6658,1,彧,juk1,彧彧(1)有文采 (2)同「郁」字 (3)同「戫」字
6659,1,彳,cik1,彳亍 (緩步慢行)左腳的步伐
6660,1,徛,gei3,方言用字，意謂站立
6660,1,徛,kei5,「徛gei3」的異讀字
6661,1,忮,gei6,「忮zi3」的異讀字
6661,1,忮,zi3,忮求
6662,1,怫,fai3,「怫fat6」的異讀字
6662,1,怫,fat6,形容憂悉或憤怒
6662,1,怫,bui6,同「悖」字
6663,1,恓,sai1,"恓惶, 孤恓"
6664,1,惝,cong2,「惝tong2」的異讀字
6664,1,惝,tong2,"惝怳, 惝然"
6665,1,惛,fan1,"惛憊, 惛眊"
6665,1,惛,man5,同「憫」字
6666,1,愐,min5,(1)思 (2)勸勉
6667,1,愍,man5,(1)憐憫 (2)憂愁 (3)同「憫」字
6668,1,愨,kok3,"愨士, 忠愨"
6669,1,慓,piu3,「慓piu5」的異讀字
6669,1,慓,piu5,慓悍
6670,1,慝,nik1,隱情以飾非
6670,1,慝,tik1,(1)邪惡 (2)災害 (3)陰氣
6671,1,憯,caam2,同「慘」字
6672,1,懃,kan4,慇懃
6673,1,戌,seot1,地支第十一位
6674,1,扃,gwing1,"扃戶, 扃門, 扃絹, 扃關, 扃鍵, 夜不扃戶(1)門閂或環鈕 (2)門戶 (3)關閉 "
6674,1,扃,gwing2,「扃gwing1」的異讀字
6675,1,扤,ngaat6,動、搖
6675,1,扤,ngat1,往�媔諢F廣州方言，則是往下按的意思
6676,1,抔,pau4,"抔土, 抔飲(1)雙手捧取物件 (2)量詞，指單位 "
6677,1,捌,baat3,「八l」字的大寫
6678,1,挩,seoi3,擦拭
6678,1,挩,tyut3,(1)解脫 (2)遺漏 (3)捶打
6679,1,捩,lai6,琵琶撥法
6679,1,捩,leoi6,「捩lit6」的異讀字
6679,1,捩,lit6,"捩手, 轉捩點"
6680,1,掞,sim3,掞張
6681,1,揎,syun1,揎拳捋袖
6682,1,撝,fai1,撝謙
6683,1,揠,aat3,揠苗助長
6683,1,揠,ngaat3,「揠aat3」的異讀字
6684,1,揲,dip6,"揲貫, 揲貫萬物(語出《淮南子》)"
6684,1,揲,sip3,「揲sit6」的異讀字
6684,1,揲,sit3,「揲dip6」的異讀字
6684,1,揲,sit6,"揲蓍, 運策揲蓍(易占時搬弄蓍草的動作), 揲法用手數物"
6685,1,搋,caai1,"搋麵, 搋手兒"
6685,1,搋,ci2,「搋caai1」的異讀字
6686,1,摋,saat3,側手擊
6687,1,擿,zaak6,(1)同「擲」字 (2)同「摘」字
6687,1,擿,zek3,搔
6687,1,擿,tik1,"擿伏, 擿姦發伏, 擿抉, 擿校"
6688,1,敉,mai5,敉平(1)安撫 (2)平定
6688,1,敉,mei5,「敉mai5」的異讀字
6689,1,斲,doek3,"斲琴(造古琴), 斲輪老手(巧匠，見莊子˙天道), 斲喪(損傷)砍削"
6689,1,斲,zoek3,「斲deok3」的異讀字
6690,1,旂,kei4,同「旗」字
6691,1,旯,lo1,旮旯(不受注意的偏僻角落)
6692,1,昀,wan4,日光
6693,1,昝,zaam2,「昝zaan2」的異讀字
6693,1,昝,zaan2,姓氏
6694,1,晡,bou1,"晡夕, 晡食, 晡時, 日晡, 三晡"
6695,1,晬,zeoi3,晬盤
6696,1,暍,jit3,「暍hot3」的異讀字
6696,1,暍,hot3,"炎暍, 暍死"
6697,1,暐,wai5,光明
6698,1,曈,tung4,曈曨
6699,1,暾,tan1,"朝暾, 溫暾"
6700,1,朘,zeoi1,男孩的生殖器
6700,1,朘,zeon1,「朘syun1」的異讀字
6700,1,朘,zeon3,「朘syun1」的異讀字
6700,1,朘,syun1,"朘削, 日削月朘"
6700,1,朘,zyun1,「朘syun1」的異讀字
6701,1,朳,paa4,無齒耙
6702,1,枓,dau2,枓栱
6702,1,枓,zyu2,勺子，舀水用具
6703,1,杪,miu5,"歲杪, 樹杪, 月杪"
6704,1,柒,cat1,同「七」字
6705,1,柁,taai5,「柁to4」的異讀字
6705,1,柁,to4,同「舵」字
6705,1,柁,to5,「柁to4」的異讀字
6706,1,枲,saai2,枲麻
6706,1,枲,sai2,「枲saai2」的異讀字
6707,1,栟,ban1,栟茶(江蘇地名)
6707,1,栟,bing1,"栟柑, 栟櫚(即棕櫚)"
6708,1,栳,lou5,栲栳
6709,1,栝,gwaa1,「栝kut3」的異讀字
6709,1,栝,kut3,"機栝, 檃栝, 栝樓"
6710,1,桹,long4,桹桹驅魚用的長木棒
6711,1,棶,loi4,一種落葉喬木
6712,1,椋,loeng4,椋鳥
6713,1,椸,ji4,"椸枷, 楎椸衣架"
6714,1,棰,ceoi4,"棰楚(古代的杖刑), 棰打"
6714,1,棰,zeoi1,「棰ceoi4」的異讀字
6715,1,槨,gwok3,棺槨
6716,1,槿,gan2,"木槿, 朱槿"
6717,1,樘,tong4,門樘
6718,1,櫫,zyu1,揭櫫
6719,1,欑,cyun4,同「攢」字
6720,1,欬,haai1,同「嗨」字，表示憂愁或後悔
6720,1,欬,kat1,同「咳」字
6720,1,欬,hoi4,小孩的笑聲
6720,1,欬,koi3,「欬kat1」的異讀字
6721,1,欸,aai2,欸乃
6721,1,欸,ai2,「欸aai2」的異讀字
6721,1,欸,e6,「欸ei6」的異讀字
6721,1,欸,ei6,語助詞，表示答應
6721,1,欸,oi1,語助詞，表示感歎
6721,1,欸,oi2,「欸aai2」的異讀字
6721,1,欸,ngoi1,「欸oi1」的異讀字
6721,1,欸,ngoi2,「欸aai2」的異讀字
6722,1,欿,ham2,"欿憾, 欿傺"
6723,1,歈,jyu4,歌
6724,1,殛,gik1,"殛斃, 電殛, 雷殛, 誅殛(1)殺死 (2)懲罰 "
6725,1,殠,cau3,同「臭」字
6726,1,毹,jyu4,「毹syu1」的異讀字
6726,1,毹,syu1,氍毹(毛織的地毯)
6727,1,氌,lou5,氆氌
6728,1,氳,wan1,"氤氳, 氛氳"
6729,1,氿,gwai2,(1)水旁出 (2)水邊枯土
6730,1,沬,mui6,沬血
6731,1,淏,hou6,水清的樣子
6732,1,湣,fan1,同「涽」字
6732,1,湣,man5,同「閔」字，古諡號用字
6733,1,湲,wun4,"潺湲, 湲湲"
6733,1,湲,jyun4,「湲wun4」的異讀字
6734,1,滈,hou6,陜西省河流名
6735,1,溠,zaa3,溠水(河名)
6736,1,溷,wan6,"溷所, 溷濁, 溷肴(混淆), 飄茵落溷(1)混亂 (2)廁所 (3)豬圈 "
6737,1,溳,wan4,溳水(湖北省水名)
6738,1,漊,lau4,漊水(水名)
6739,1,濆,fan4,水邊
6739,1,濆,pan3,濆泉
6740,1,潿,wai4,潿州
6741,1,澹,daam6,"澹泊, 澹然, 澹淡"
6741,1,澹,taam4,姓氏，「澹臺」、「澹台」
6741,1,澹,taam5,「澹daam6」的異讀字
6742,1,澶,daan6,澶漫
6742,1,澶,sim4,「澶sin4」的異讀字
6742,1,澶,sin4,澶淵
6743,1,澨,sai6,水邊
6744,1,濔,mei4,「濔mei5」的異讀字
6744,1,濔,mei5,濔迤
6745,1,瀔,guk1,瀔水
6746,1,瀰,mei4,「瀰nei4」的異讀字
6746,1,瀰,mei5,「瀰nei4」的異讀字
6746,1,瀰,nei4,"瀰迤, 瀰漫, 瀰瀰, 瀰山遍野"
6747,1,灺,se2,燈燭餘燼
6747,1,灺,se3,「灺se2」的異讀字
6748,1,炤,ciu1,「炤ziu1」的異讀字，口語讀音
6748,1,炤,ziu1,同「昭」字
6748,1,炤,ziu3,同「照」字
6749,1,炟,daat3,(1)人名用字 (2)爆 (3)火起
6750,1,焐,ng6,偎暖
6751,1,焮,jan1,「焮jan3」的異讀字
6751,1,焮,jan3,焮天
6752,1,熗,coeng3,一種烹飪方法
6753,1,熯,naan5,通「戁」字
6753,1,熯,jin5,恭敬
6753,1,熯,hon2,「熯hon3」的異讀字
6753,1,熯,hon3,同「暵」字
6754,1,燂,taam4,燂爍
6754,1,燂,cim4,「燂taam4」的異讀字
6755,1,爊,ngaau4,「爊ou1」的異讀字
6755,1,爊,ou1,(1)把食物放在微火上煨熟 (2)把食物埋在灰火中煨熟
6755,1,爊,ngou1,「爊ou1」的異讀字
6755,1,爊,ngou4,「爊ou1」的異讀字
6756,1,爝,ziu3,「爝zoek3」的異讀字
6756,1,爝,zoek3,爝火
6756,1,爝,zoek6,「爝zoek3」的異讀字
6757,1,牮,zin3,(1)斜著支撐 (2)用土石擋水
6758,1,犨,cau1,「犨cau4」的異讀字
6758,1,犨,cau4,(1)牛喘息聲 (2)突出
6758,1,犨,sau4,「犨cau4」的異讀字
6759,1,犴,hon4,駝鹿
6759,1,犴,hon6,「犴ngon6」的異讀字
6759,1,犴,ngon6,"犴圄, 陛犴, 獄犴"
6760,1,狁,wan5,玁狁 (匈奴於周朝時的名稱)
6761,1,狖,jau6,獸名
6762,1,狾,zai3,(1)同「猘」字 (2)同「瘈」字
6763,1,狳,jyu4,犰狳
6764,1,猊,ngai4,狻猊
6765,1,猰,jaak3,「猰aat3」的異讀字
6765,1,猰,aat3,猰貐(傳說中的凶獸)
6765,1,猰,ngaat3,「猰aat3」的異讀字
6765,1,猰,zaat3,「猰aat3」的異讀字
6766,1,猢,wu4,猢猻
6767,1,猱,naau4,獸名
6767,1,猱,nou4,「猱naau4」的異讀字
6768,1,猺,jiu4,"青猺, 黃猺"
6769,1,獫,him2,獫狁
6770,1,獯,fan1,"獯鬻, 獯戎"
6771,1,玥,jyut6,一種神珠
6772,1,玤,pong5,次於玉的美石
6772,1,玤,bung2,「玤pong5」的異讀字
6773,1,珥,nei6,用珠玉作成的耳環
6773,1,珥,ji6,「珥nei6」的異讀字
6774,1,琫,bung2,鞞琫佩刀鞘口上的飾物
6775,1,瑁,mou6,天子所執之玉，用以合諸侯之圭者
6775,1,瑁,mui6,玳瑁(海龜科動物名，甲殼可作裝飾品)
6776,1,琿,fai1,璦琿條約
6776,1,琿,wan4,玉名
6777,1,瑊,zam1,次玉
6778,1,瑢,jung4,瑽瑢
6779,1,瑱,zan3,"瑱圭, 象瑱, 以規為瑱"
6779,1,瑱,din3,「瑱zan3」的異讀字
6779,1,瑱,tin3,「瑱zan3」的異讀字
6780,1,瓔,jing1,瓔珞
6781,1,瓛,wun4,玉圭名稱
6782,1,瓴,ling4,"瓴甋, 瓴甓(1)盛水瓶 (2)屋頂有溝的瓦片 "
6783,1,甍,mang4,"甍標, 飛甍, 層甍, 碧瓦朱甍屋脊"
6784,1,疐,dai3,通「蒂」字
6784,1,疐,zi3,跋前疐後
6785,1,疔,deng1,「疔ding1」的異讀字，口語讀音
6785,1,疔,ding1,"疔瘡, 疔毒, 眼中疔, 面疔, 羊毛疔"
6786,1,疥,gaai3,"疥癬, 疥瘡, 疥蟲"
6787,1,疳,gam1,"疳積(中醫上指小孩面黃肌瘦、肚腹膨脹的症狀), 下疳(初期梅毒的症狀), 牙疳(齒槽膿漏)"
6788,1,痎,gaai1,兩天發作一次的瘧疾
6789,1,痿,wai1,「痿wai2」的異讀字
6789,1,痿,wai2,痿痹
6790,1,瘏,tou4,瘏悴
6791,1,瘃,zuk1,皸瘃
6791,1,瘃,zuk6,「瘃zuk1」的異讀字
6792,1,瘥,caai3,病癒
6792,1,瘥,co1,「瘥co4」的異讀字
6792,1,瘥,co4,病疫
6793,1,瘼,mok6,民瘼
6794,1,瘵,zaai3,"癆瘵(肺癆), 羸瘵(瘦弱)病"
6795,1,瘲,zung3,瘛瘲中醫所云一種小兒驚風症狀
6796,1,癜,din6,中醫上指皮膚出現紫色或白色的小點，久而蔓延成疔
6797,1,皕,bat6,「皕bik1」的異讀字
6797,1,皕,bik1,兩百
6798,1,皤,po4,白髮皤然
6799,1,盉,wo4,溫酒的銅器
6800,1,眊,mou6,看不清楚
6801,1,眙,ci3,"佇眙, 愕眙"
6801,1,眙,ji4,盱眙(縣名)
6802,1,睆,wun2,「睆wun5」的異讀字
6802,1,睆,wun5,明亮
6803,1,睅,hon5,「睅hon6」的異讀字
6803,1,睅,hon6,鼓著眼睛
6803,1,睅,wun5,「睅hon6」的異讀字
6804,1,睊,gyun3,睊睊
6805,1,瞍,sau2,"矇瞍, 瞽瞍"
6806,1,瞋,can1,"瞋目, 瞋膽, 瞋恚(1)張目 (2)發怒 "
6807,1,瞭,liu4,瞭望
6807,1,瞭,liu5,"瞭解, 瞭然, 瞭若指掌, 明瞭"
6808,1,矱,wok3,尺度
6809,1,矼,gong1,石橋
6809,1,矼,hong1,確實的樣子
6810,1,硨,ce1,硨磲(一種蛤貝類)
6811,1,磽,haau1,"磽瘠, 磽地, 磽薄"
6812,1,磲,keoi4,硨磲(一種蛤貝類)
6813,1,礅,deon1,"石礅, 橋礅"
6814,1,礵,soeng1,地名用字
6815,1,禋,jan1,祭天
6816,1,禤,hyun1,姓氏
6816,1,禤,hyun3,「禤hyun1」的異讀字
6817,1,禰,nai5,(1)「禰nei4」的異讀字 (2)「禰nei5」的異讀字
6817,1,禰,nei4,姓氏
6817,1,禰,nei5,考廟
6818,1,禳,joeng4,禳解
6819,1,穇,saam1,穇子
6820,1,窊,waa1,窊皺(1)凹陷 (2)同「窪」字
6821,1,窣,seot1,"窣地, 窸窣"
6822,1,窬,jyu4,穿窬
6822,1,窬,jyu6,「窬jyu4」的異讀字
6823,1,笏,fat1,古代君臣朝會時手中所拿的狹長板子，上面可以記事
6824,1,筅,sin2,"筅帚, 茶筅"
6825,1,筮,sai6,"卜筮, 龜筮, 筮仕"
6826,1,筥,geoi2,盛米飯的圓形竹器
6827,1,箠,ceoi4,"箠杖, 箠楚, 箠楚受辱, 馬箠"
6827,1,箠,seoi4,竹名
6827,1,箠,zeoi1,「箠ceoi4」的異讀字
6828,1,篨,ceoi4,籧篨(一種粗竹蓆，人體病臃腫)
6828,1,篨,cyu1,「篨ceoi4」的異讀字
6829,1,篔,wan4,篔簹
6830,1,簏,luk1,竹箱
6830,1,簏,luk6,「簏luk1」的異讀字
6831,1,簣,gwai6,功虧一簣
6832,1,簠,fu2,"簠梁, 簠簋, 簠簋不飾(為官不廉潔)祭祀時盛穀物的容器"
6833,1,簹,dong1,篔簹
6834,1,糝,saam2,以米和羹
6834,1,糝,sam2,「糝saam2」的異讀字
6834,1,糝,sam3,「糝saam2」的異讀字
6835,1,絁,si1,粗綢
6836,1,綈,tai4,綈袍
6837,1,綆,gang2,綆短汲深
6838,1,綯,tou4,"綯首, 綯紋"
6839,1,緹,tai4,緹縈
6840,1,緦,si1,"緦麻服, 緦麻之喪, 服緦"
6841,1,縟,juk6,"縟節, 繁文縟禮"
6842,1,縕,wan1,絪縕
6842,1,縕,wan2,"縕袍, 紛縕, 束縕請火"
6842,1,縕,wan3,「縕wan2」的異讀字
6843,1,縯,jan5,「縯jin5」的異讀字
6843,1,縯,jin5,延長
6844,1,縶,zap1,"縶維(挽留), 羈縶(繫馬的韁繩), 拘縶, 幽縶(拘禁)(1)捆綁 (2)拘囚 (3)繫馬 "
6845,1,繰,ciu1,繰邊
6845,1,繰,sou1,同「繅」字
6845,1,繰,zou2,絳紫色帛
6846,1,繯,waan4,「繯waan6」的異讀字
6846,1,繯,waan6,"繯首死刑, 投繯自盡, 繯橐"
6846,1,繯,jyun6,「繯waan6」的異讀字
6847,1,纛,dou6,「纛duk6」的異讀字
6847,1,纛,duk6,"纛旗, 大纛, 左纛, 高牙大纛"
6848,1,罅,laa3,"罅隙, 罅漏"
6849,1,罍,leoi4,一種盛酒的器具
6850,1,罡,gong1,"罡風, 天罡(道家三十六神煞), 天罡星(北斗星)"
6851,1,罛,gu1,大漁網
6852,1,罹,lei4,"罹難, 罹病, 罹患遭遇"
6853,1,罻,wai3,"罻羅, 罿罻說文解字：罻，捕鳥网也。"
6853,1,罻,wat1,「罻wai3」的異讀字
6854,1,罾,zang1,一種魚網
6854,1,罾,zang6,巴巴罾兒
6855,1,羆,bei1,"非羆, 熊羆"
6856,1,翃,wang4,飛翔
6857,1,翛,siu1,"翛然, 翛翛(羽毛殘破的樣子)"
6857,1,翛,suk1,「翛siu1」的異讀字
6858,1,翥,zyu2,「翥zyu3」的異讀字
6858,1,翥,zyu3,鳥向上飛
6859,1,耋,dit6,耄耋泛指老年
6860,1,耜,ci5,「耜zi6」的異讀字
6860,1,耜,zi6,"耒耜, 耒耜之勤"
6861,1,聹,ning4,耵聹 (耳垢，勿與「叮嚀」混淆)
6862,1,肫,seon4,整體
6862,1,肫,zeon1,"肫肫(誠懇), 雞肫"
6863,1,肭,nat6,「肭neot6」的異讀字
6863,1,肭,neot6,"膃肭, 膃肭臍, 膃肭獸"
6864,1,胍,gwaa1,有機化合物，製藥用
6865,1,胴,dung6,胴體
6866,1,脢,mui4,里脊肉
6866,1,脢,mui6,「脢mui4」的異讀字
6867,1,腩,naam5,牛腩
6868,1,腡,gwaa1,「腡lo4」的異讀字
6868,1,腡,lo4,手指紋
6869,1,膙,koeng5,手腳因摩擦而生硬皮
6869,1,膙,zoeng2,「膙koeng5」的異讀字
6870,1,臢,zaam1,「臢zim1」的異讀字
6870,1,臢,zaan3,「臢zim1」的異讀字
6870,1,臢,zim1,腌臢
6870,1,臢,zim3,「臢zim1」的異讀字
6871,1,臬,nip6,「臬jit6」的異讀字
6871,1,臬,jit6,"臬兀, 圭臬, 奉為圭臬"
6872,1,舯,zung1,"舯拱, 舯垂"
6873,1,舳,zuk6,舳艫
6874,1,艎,wong4,"艎板, 艅艎"
6875,1,艟,cung1,「艟tung4」的異讀字
6875,1,艟,tung4,艨艟
6876,1,艫,lou4,舳艫
6877,1,艮,gan3,"艮卦, 儒艮(動物名), 艮苦冰涼"
6877,1,艮,ngan4,「艮gan3」的異讀字
6878,1,艽,gaau1,「艽gau2」的異讀字
6878,1,艽,gau2,秦艽
6878,1,艽,kau4,艽野荒遠偏僻之地
6879,1,芎,gung1,"芎藭, 九芎, 川芎"
6879,1,芎,hung1,「芎gung1」的異讀字
6879,1,芎,kung4,「芎gung1」的異讀字
6880,1,芑,hei2,植物名。《詩經˙小雅˙采芑》：「薄言采芑，于彼新田。」
6881,1,芟,saam1,"芟除, 芟夷, 芟繁就簡(1)除草 (2)削除、通「刪」 (3)大鐮刀 "
6881,1,芟,saan1,「芟saam1」的異讀字
6882,1,芰,gei6,菱
6883,1,芾,fai3,蔽芾(茂盛的樣子)
6883,1,芾,fat1,米芾同「黻」字
6884,1,芨,gap1,"芨芨草, 白芨"
6884,1,芨,kap1,「芨gap1」的異讀字
6885,1,芩,kam4,黃芩(草藥名)
6885,1,芩,sam4,「芩sam4」的異讀字
6886,1,茀,fat1,(1)道路上雜草太多，不便通行 (2)福 (3)首飾
6886,1,茀,but6,通「勃」字
6887,1,苻,fu4,(1)同「莩」字 (2)姓氏
6888,1,苤,pei2,苤藍(蔬菜名)
6889,1,莩,piu5,同「殍」字
6889,1,莩,fu1,"莩末, 葭莩, 莩甲, 野莩"
6890,1,菸,jin1,"菸葉, 菸草, 菸酒, 菸絲"
6891,1,萸,jyu4,茱萸
6892,1,萑,wun4,"萑葦(荻類植物), 萑苻不靖(治安惡劣), 萑蔰(形容色彩絢麗)"
6893,1,菾,tim4,菾菜
6894,1,葖,dat6,蓇葖植物名。即蘿蔔。
6895,1,葶,ting4,葶藶
6896,1,蒎,paai3,一種有機化合物
6897,1,蒟,geoi2,"蒟蒻, 蒟醬"
6898,1,蒯,faai3,「蒯gwaai2」的異讀字
6898,1,蒯,gwaai2,蒯草姓氏
6899,1,蔦,niu5,蔦蘿
6900,1,蓛,caak3,(1)用谷雜草料喂馬 (2)小言貌
6901,1,蕖,keoi4,芺蕖
6902,1,蕢,gwai6,盛土之草包
6903,1,薜,baak3,(1)一種藥草 (2)山麻，生於山中
6903,1,薜,bai6,薜荔
6903,1,薜,bei6,「薜bai6」的異讀字
6904,1,薀,wan2,積聚
6904,1,薀,wan3,「薀wan2」的異讀字
6905,1,薤,haai6,"薤露(古時送葬的歌曲,嘆生命短暫如薤露), 拔薤(喻剷除惡人)一種多年生草本植物"
6906,1,薆,oi3,"薆然, 蓊薆, 薆薆(1)隱蔽 (2)草木茂盛貌 "
6906,1,薆,ngoi3,「薆oi3」的異讀字
6907,1,薁,juk1,蘡薁
6908,1,薷,jyu4,香薷
6909,1,藚,zuk6,草藥名，即澤瀉
6910,1,藶,lik6,葶藶
6911,1,虓,haau1,"虓闞, 虓將"
6912,1,虺,wai2,"虺蜴, 虺蜮, 虺虺其雷, 虺蛇入夢, 夢虺, 養虺成蛇"
6912,1,虺,fui1,虺隤
6913,1,蚺,naam4,「蚺jim4」的異讀字
6913,1,蚺,jim4,蚺蛇
6914,1,蛘,mai5,「蛘jeong5」的異讀字
6914,1,蛘,joeng4,同「蝆」字
6914,1,蛘,joeng5,同「癢」字
6915,1,蛑,mau4,蝤蛑
6916,1,蜊,lei4,蛤蜊
6916,1,蜊,lei6,「蜊lei4」的異讀字
6917,1,蛸,saau1,"蠨蛸, 蠨蛸滿堂"
6917,1,蛸,siu1,螵蛸
